"","Código do Município","Município","Estado","Ano de Referência","Código do Prestador","Prestador","Sigla do Prestador","Abrangência","Tipo de Serviço","Natureza Jurídica","G05A - Quantidade total de municípios atendidos com abastecimento de água","G05B - Quantidade total de municípios atendidos com esgotamento sanitário","G06A - População urbana residente do(s) município(s) com abastecimento de água","G06B - População urbana residente do(s) município(s) com esgotamento sanitário","G12A - População total residente do(s) município(s) com abastecimento de água, segundo o IBGE","G12B - População total residente do(s) município(s) com esgotamento sanitário, segundo o IBGE","GE001 - Quantidade de municípios atendidos com abastecimento de água com delegação em vigor","GE002 - Quantidade de municípios atendidos com abastecimento de água com delegação vencida","GE003 - Quantidade de municípios atendidos com abastecimento de água sem delegação","GE005 - Quantidade total de municípios atendidos","GE008 - Quantidade de Sedes municipais atendidas com abastecimento de água","GE009 - Quantidade de Sedes municipais atendidas com esgotamento sanitário","GE010 - Quantidade de Localidades (excluídas as sedes) atendidas com abastecimento de água","GE011 - Quantidade de Localidades (excluídas as sedes) atendidas com esgotamento sanitário","GE014 - Quantidade de municípios atendidos com esgotamento sanitário com delegação em vigor","GE015 - Quantidade de municípios atendidos com esgotamento sanitário com delegação vencida","GE016 - Quantidade de municípios atendidos com esgotamento sanitário sem delegação","GE017 - Ano de vencimento da delegação de abastecimento de água","GE018 - Ano de vencimento da delegação de esgotamento sanitário","GE025 - Quantidade de municípios não atendidos com abastecimento de água, mas com delegação em vigor","GE026 - Quantidade de municípios não atendidos com abastecimento de água, mas com delegação vencida para prestar esses serviços","GE028 - Quantidade de municípios não atendidos com esgotamento sanitário, mas com delegação em vigor para prestar esses serviços","GE029 - Quantidade de municípios não atendidos com esgotamento sanitário, mas com delegação vencida para prestar esses serviços"
"16223",355030,"São Paulo","SP",2006,35503000,"Companhia de Saneamento Básico do Estado de São Paulo","SABESP","Regional","Água e Esgoto","Sociedade de economia mista com administração pública",367,366,23505763,23501582,25283062,25278116,NA,NA,NA,367,366,365,322,322,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16224",355030,"São Paulo","SP",2005,35503000,"Companhia de Saneamento Básico do Estado de São Paulo","SABESP","Regional","Água e Esgoto","Sociedade de economia mista com administração pública",368,367,23227412,23223266,24989016,24984111,NA,NA,NA,368,367,366,307,307,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16225",355030,"São Paulo","SP",2004,35503000,"Companhia de Saneamento Básico do Estado de São Paulo","SABESP","Regional","Água e Esgoto","Sociedade de economia mista com administração pública",368,367,23212783,23208672,24983346,24978483,NA,NA,NA,368,367,366,307,307,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16226",355030,"São Paulo","SP",2003,35503000,"Companhia de Saneamento Básico do Estado de São Paulo","SABESP","Regional","Água e Esgoto","Sociedade de economia mista com administração pública",365,365,21470974,21470974,23153321,23153321,NA,NA,NA,365,365,365,301,301,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16227",355030,"São Paulo","SP",2002,35503000,"Companhia de Saneamento Básico do Estado de São Paulo","SABESP","Regional","Água e Esgoto","Sociedade de economia mista com administração pública",366,366,21268724,21268724,22858093,22858093,NA,NA,NA,366,366,366,348,348,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16228",355030,"São Paulo","SP",2001,35503000,"Companhia de Saneamento Básico do Estado de São Paulo","SABESP","Regional","Água e Esgoto","Sociedade de economia mista com administração pública",366,366,20959972,20959972,22534769,22534769,NA,NA,NA,NA,366,366,342,342,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16229",355030,"São Paulo","SP",2000,35503000,"Companhia de Saneamento Básico do Estado de São Paulo","SABESP","Regional","Água e Esgoto","Sociedade de economia mista com administração pública",NA,NA,20536352,20464035,18307628,18307628,NA,NA,NA,366,366,365,339,339,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16230",355030,"São Paulo","SP",1999,35503000,"Companhia de Saneamento Básico do Estado de São Paulo","SABESP","Regional","Água e Esgoto","Sociedade de economia mista com administração pública",NA,NA,19181000,19107000,21274244,20614640,NA,NA,NA,366,366,365,339,339,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16231",355030,"São Paulo","SP",1998,35503000,"Companhia de Saneamento Básico do Estado de São Paulo","SABESP","Regional","Água e Esgoto","Sociedade de economia mista com administração pública",NA,NA,18975000,18975000,20180000,20180000,NA,NA,NA,364,364,364,341,341,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16232",355030,"São Paulo","SP",1997,35503000,"Companhia de Saneamento Básico do Estado de São Paulo","SABESP","Regional","Água e Esgoto","Sociedade de economia mista com administração pública",NA,NA,18527364,NA,NA,NA,NA,NA,NA,358,358,336,307,86,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16233",355030,"São Paulo","SP",1996,35503000,"Companhia de Saneamento Básico do Estado de São Paulo","SABESP","Regional","Água e Esgoto","Sociedade de economia mista com administração pública",NA,NA,17792021,NA,NA,NA,NA,NA,NA,330,330,320,299,93,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16234",355030,"São Paulo","SP",1995,35503000,"Companhia de Saneamento Básico do Estado de São Paulo","SABESP","Regional","Água e Esgoto","Sociedade de economia mista com administração pública",330,NA,17890000,NA,NA,NA,NA,NA,NA,NA,330,323,636,418,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16235",355040,"São Pedro","SP",2017,35504011,"Serviço Autônomo de Água e Esgoto de São Pedro","SAAESP","Local","Água e Esgoto","Autarquia",1,1,29326,29326,34898,34898,NA,NA,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16236",355040,"São Pedro","SP",2016,35504011,"Serviço Autônomo de Água e Esgoto de São Pedro","SAAESP","Local","Água e Esgoto","Autarquia",1,1,29072,29072,34595,34595,NA,NA,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16237",355040,"São Pedro","SP",2015,35504011,"Serviço Autônomo de Água e Esgoto de São Pedro","SAAESP","Local","Água e Esgoto","Autarquia",1,1,28810,28810,34284,34284,NA,NA,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16238",355040,"São Pedro","SP",2014,35504011,"Serviço Autônomo de Água e Esgoto de São Pedro","SAAESP","Local","Água e Esgoto","Autarquia",1,1,28543,28543,33966,33966,NA,NA,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16239",355040,"São Pedro","SP",2013,35504011,"Serviço Autônomo de Água e Esgoto de São Pedro","SAAESP","Local","Água e Esgoto","Autarquia",1,1,28268,28268,33638,33638,NA,NA,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16240",355040,"São Pedro","SP",2012,35504011,"Serviço Autônomo de Água e Esgoto de São Pedro","SAAESP","Local","Água e Esgoto","Autarquia",1,1,27085,27085,32231,32231,NA,NA,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16241",355040,"São Pedro","SP",2011,35504011,"Serviço Autônomo de Água e Esgoto de São Pedro","SAAESP","Local","Água e Esgoto","Autarquia",1,1,26850,26850,31951,31951,NA,NA,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16242",355040,"São Pedro","SP",2010,35504011,"Serviço Autônomo de Água e Esgoto de São Pedro","SAAESP","Local","Água e Esgoto","Autarquia",1,1,26607,26607,31662,31662,NA,NA,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16243",355040,"São Pedro","SP",2009,35504011,"Serviço Autônomo de Água e Esgoto de São Pedro","SAAESP","Local","Água e Esgoto","Autarquia",1,1,26677,26677,31575,31575,NA,NA,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16244",355040,"São Pedro","SP",2008,35504011,"Serviço Autônomo de Água e Esgoto de São Pedro","SAAESP","Local","Água e Esgoto","Autarquia",1,1,26409,26409,31257,31257,NA,NA,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16245",355040,"São Pedro","SP",2007,35504011,"Serviço Autônomo de Água e Esgoto de São Pedro","SAAESP","Local","Água e Esgoto","Autarquia",1,1,25121,25121,29733,29733,NA,NA,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16246",355050,"São Pedro do Turvo","SP",2017,35505011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água e Esgoto","Autarquia",1,1,5455,5455,7624,7624,NA,NA,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16247",355050,"São Pedro do Turvo","SP",2016,35505011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água e Esgoto","Autarquia",1,1,5435,5435,7596,7596,NA,NA,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16248",355050,"São Pedro do Turvo","SP",2015,35505011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água e Esgoto","Autarquia",1,1,5414,5414,7567,7567,NA,NA,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16249",355050,"São Pedro do Turvo","SP",2014,35505011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água e Esgoto","Autarquia",1,1,5393,5393,7538,7538,NA,NA,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16250",355050,"São Pedro do Turvo","SP",2013,35505011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água e Esgoto","Autarquia",1,1,5372,5372,7508,7508,NA,NA,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16251",355050,"São Pedro do Turvo","SP",2012,35505011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água e Esgoto","Autarquia",1,1,5184,5184,7245,7245,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16252",355050,"São Pedro do Turvo","SP",2011,35505011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água e Esgoto","Autarquia",1,1,5167,5167,7222,7222,NA,NA,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16253",355050,"São Pedro do Turvo","SP",2009,35505011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água e Esgoto","Autarquia",1,1,4883,4883,7439,7439,NA,NA,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16254",355080,"São Sebastião da Grama","SP",2017,35508011,"Prefeitura Municipal de São Sebastião da Grama","PMSSG","Local","Água e Esgoto","Administração pública direta",1,1,8115,8115,12317,12317,NA,NA,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16255",355080,"São Sebastião da Grama","SP",2016,35508011,"Prefeitura Municipal de São Sebastião da Grama","PMSSG","Local","Água e Esgoto","Administração pública direta",1,1,8126,8126,12335,12335,NA,NA,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16256",355080,"São Sebastião da Grama","SP",2015,35508011,"Prefeitura Municipal de São Sebastião da Grama","PMSSG","Local","Água e Esgoto","Administração pública direta",1,1,8140,8140,12355,12355,NA,NA,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16257",355080,"São Sebastião da Grama","SP",2014,35508011,"Prefeitura Municipal de São Sebastião da Grama","PMSSG","Local","Água e Esgoto","Administração pública direta",1,1,8152,8152,12374,12374,NA,NA,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16258",355080,"São Sebastião da Grama","SP",2013,35508011,"Prefeitura Municipal de São Sebastião da Grama","PMSSG","Local","Água e Esgoto","Administração pública direta",1,1,8165,8165,12394,12394,NA,NA,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16259",355080,"São Sebastião da Grama","SP",2012,35508011,"Prefeitura Municipal de São Sebastião da Grama","PMSSG","Local","Água e Esgoto","Administração pública direta",1,1,7936,7936,12046,12046,NA,NA,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16260",355080,"São Sebastião da Grama","SP",2011,35508011,"Prefeitura Municipal de São Sebastião da Grama","PMSSG","Local","Água e Esgoto","Administração pública direta",1,1,7953,7953,12072,12072,NA,NA,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16261",355080,"São Sebastião da Grama","SP",2010,35508011,"Prefeitura Municipal de São Sebastião da Grama","PMSSG","Local","Água e Esgoto","Administração pública direta",1,1,7971,7971,12099,12099,NA,NA,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16262",355080,"São Sebastião da Grama","SP",2009,35508011,"Prefeitura Municipal de São Sebastião da Grama","PMSSG","Local","Água e Esgoto","Administração pública direta",1,1,8634,8634,12990,12990,NA,NA,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16263",355090,"São Simão","SP",2017,35509011,"Prefeitura Municipal de São Simão","PMSS","Local","Água e Esgoto","Administração pública direta",1,1,13720,13720,15225,15225,NA,NA,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16264",355090,"São Simão","SP",2016,35509011,"Prefeitura Municipal de São Simão","PMSS","Local","Água e Esgoto","Administração pública direta",1,1,13666,13666,15165,15165,NA,NA,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16265",355090,"São Simão","SP",2015,35509011,"Prefeitura Municipal de São Simão","PMSS","Local","Água e Esgoto","Administração pública direta",1,1,13611,13611,15104,15104,NA,NA,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16266",355090,"São Simão","SP",2014,35509011,"Prefeitura Municipal de São Simão","PMSS","Local","Água e Esgoto","Administração pública direta",1,1,13554,13554,15041,15041,NA,NA,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16267",355090,"São Simão","SP",2013,35509011,"Prefeitura Municipal de São Simão","PMSS","Local","Água e Esgoto","Administração pública direta",1,1,13496,13496,14976,14976,NA,NA,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16268",355090,"São Simão","SP",2012,35509011,"Prefeitura Municipal de São Simão","PMSS","Local","Água e Esgoto","Administração pública direta",1,1,13020,13020,14448,14448,NA,NA,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16269",355150,"Serrana","SP",2017,35515011,"Prefeitura Municipal de Serrana","PMS","Local","Água e Esgoto","Administração pública direta",1,1,43326,43326,43790,43790,NA,NA,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16270",355150,"Serrana","SP",2016,35515011,"Prefeitura Municipal de Serrana","PMS","Local","Água e Esgoto","Administração pública direta",1,1,42834,42834,43293,43293,NA,NA,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16271",355150,"Serrana","SP",2015,35515011,"Prefeitura Municipal de Serrana","PMS","Local","Água e Esgoto","Administração pública direta",1,1,42331,42331,42784,42784,NA,NA,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16272",355150,"Serrana","SP",2014,35515011,"Prefeitura Municipal de Serrana","PMS","Local","Água e Esgoto","Administração pública direta",1,1,41816,41816,42264,42264,NA,NA,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16273",355150,"Serrana","SP",2013,35515011,"Prefeitura Municipal de Serrana","PMS","Local","Água e Esgoto","Administração pública direta",1,1,41286,41286,41728,41728,NA,NA,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16274",355150,"Serrana","SP",2012,35515011,"Prefeitura Municipal de Serrana","PMS","Local","Água e Esgoto","Administração pública direta",1,1,39404,39404,39826,39826,NA,NA,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16275",355150,"Serrana","SP",2011,35515011,"Prefeitura Municipal de Serrana","PMS","Local","Água e Esgoto","Administração pública direta",1,1,38943,38943,39360,39360,NA,NA,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16276",355150,"Serrana","SP",2010,35515011,"Prefeitura Municipal de Serrana","PMS","Local","Água e Esgoto","Administração pública direta",1,1,38466,38466,38878,38878,NA,NA,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16277",355150,"Serrana","SP",2009,35515011,"Prefeitura Municipal de Serrana","PMS","Local","Água e Esgoto","Administração pública direta",1,1,39109,39109,39574,39574,NA,NA,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16278",355150,"Serrana","SP",2008,35515011,"Prefeitura Municipal de Serrana","PMS","Local","Água e Esgoto","Administração pública direta",1,1,38498,38498,38956,38956,NA,NA,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16279",355150,"Serrana","SP",2007,35515011,"Prefeitura Municipal de Serrana","PMS","Local","Água e Esgoto","Administração pública direta",1,1,36166,36166,36596,36596,NA,NA,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16280",355170,"Sertãozinho","SP",2017,35517011,"Serviço Autônomo Água e Esgoto e Meio Ambiente de Sertãozinho","SAEMAS","Local","Água e Esgoto","Autarquia",1,1,121192,121192,122643,122643,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16281",355170,"Sertãozinho","SP",2016,35517011,"Serviço Autônomo Água e Esgoto e Meio Ambiente de Sertãozinho","SAEMAS","Local","Água e Esgoto","Autarquia",1,1,119976,119976,121412,121412,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16282",355170,"Sertãozinho","SP",2015,35517011,"Serviço Autônomo Água e Esgoto e Meio Ambiente de Sertãozinho","SAEMAS","Local","Água e Esgoto","Autarquia",1,1,118731,118731,120152,120152,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16283",355170,"Sertãozinho","SP",2014,35517011,"Serviço Autônomo Água e Esgoto e Meio Ambiente de Sertãozinho","SAEMAS","Local","Água e Esgoto","Autarquia",1,1,117458,117458,118864,118864,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16284",355170,"Sertãozinho","SP",2013,35517011,"Serviço Autônomo Água e Esgoto e Meio Ambiente de Sertãozinho","SAEMAS","Local","Água e Esgoto","Autarquia",1,1,116149,116149,117539,117539,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16285",355170,"Sertãozinho","SP",2012,35517011,"Serviço Autônomo Água e Esgoto e Meio Ambiente de Sertãozinho","SAEMAS","Local","Água e Esgoto","Autarquia",1,1,111071,111071,112401,112401,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16286",355170,"Sertãozinho","SP",2011,35517011,"Serviço Autônomo Água e Esgoto e Meio Ambiente de Sertãozinho","SAEMAS","Local","Água e Esgoto","Autarquia",1,1,109941,109941,111257,111257,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16287",355170,"Sertãozinho","SP",2010,35517011,"Serviço Autônomo Água e Esgoto e Meio Ambiente de Sertãozinho","SAEMAS","Local","Água e Esgoto","Autarquia",1,1,108772,108772,110074,110074,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16288",355170,"Sertãozinho","SP",2009,35517011,"Serviço Autônomo Água e Esgoto e Meio Ambiente de Sertãozinho","SAEMAS","Local","Água e Esgoto","Autarquia",1,1,107952,107952,110999,110999,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16289",355170,"Sertãozinho","SP",2008,35517011,"Serviço Autônomo Água e Esgoto e Meio Ambiente de Sertãozinho","SAEMAS","Local","Água e Esgoto","Autarquia",1,1,106557,106557,109565,109565,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16290",355170,"Sertãozinho","SP",2007,35517011,"Serviço Autônomo Água e Esgoto e Meio Ambiente de Sertãozinho","SAEMAS","Local","Água e Esgoto","Autarquia",1,1,100715,100715,103558,103558,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16291",355170,"Sertãozinho","SP",2006,35517011,"Serviço Autônomo Água e Esgoto e Meio Ambiente de Sertãozinho","SAEMAS","Local","Água e Esgoto","Autarquia",1,1,101761,101761,106407,106407,NA,NA,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16292",355190,"Severínia","SP",2017,35519011,"Serviço Autônomo de Água e Esgoto do município de Severínia","SAAE","Local","Água e Esgoto","Autarquia",1,1,16312,16312,17115,17115,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16293",355190,"Severínia","SP",2016,35519011,"Prefeitura Municipal de Severínia","PMP","Local","Água e Esgoto","Administração pública direta",1,1,16166,16166,16962,16962,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16294",355190,"Severínia","SP",2015,35519011,"Prefeitura Municipal de Severínia","PMP","Local","Água e Esgoto","Administração pública direta",1,1,16018,16018,16806,16806,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16295",355190,"Severínia","SP",2014,35519011,"Prefeitura Municipal de Severínia","PMP","Local","Água e Esgoto","Administração pública direta",1,1,15865,15865,16646,16646,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16296",355190,"Severínia","SP",2013,35519011,"Prefeitura Municipal de Severínia","PMP","Local","Água e Esgoto","Administração pública direta",1,1,15709,15709,16482,16482,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16297",355190,"Severínia","SP",2011,35519011,"Prefeitura Municipal de Severínia","PMP","Local","Água e Esgoto","Administração pública direta",1,1,14913,14913,15647,15647,NA,NA,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16298",355190,"Severínia","SP",2010,35519011,"Prefeitura Municipal de Severínia","PMP","Local","Água e Esgoto","Administração pública direta",1,1,14774,14774,15501,15501,NA,NA,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16299",355220,"Sorocaba","SP",2017,35522011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água e Esgoto","Autarquia",1,1,653156,653156,659871,659871,NA,NA,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16300",355220,"Sorocaba","SP",2016,35522011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água e Esgoto","Autarquia",1,1,645841,645841,652481,652481,NA,NA,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16301",355220,"Sorocaba","SP",2015,35522011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água e Esgoto","Autarquia",1,1,638356,638356,644919,644919,NA,NA,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16302",355220,"Sorocaba","SP",2014,35522011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água e Esgoto","Autarquia",1,1,630702,630702,637187,637187,NA,NA,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16303",355220,"Sorocaba","SP",2013,35522011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água e Esgoto","Autarquia",1,1,622827,622827,629231,629231,NA,NA,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16304",355220,"Sorocaba","SP",2012,35522011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água e Esgoto","Autarquia",1,1,594579,594579,600692,600692,NA,NA,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16305",355220,"Sorocaba","SP",2011,35522011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água e Esgoto","Autarquia",1,1,587733,587733,593776,593776,NA,NA,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16306",355220,"Sorocaba","SP",2010,35522011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água e Esgoto","Autarquia",1,1,580655,580655,586625,586625,NA,NA,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16307",355220,"Sorocaba","SP",2009,35522011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água e Esgoto","Autarquia",1,1,576330,576330,584313,584313,NA,NA,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16308",355220,"Sorocaba","SP",2008,35522011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água e Esgoto","Autarquia",1,1,568439,568439,576312,576312,NA,NA,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16309",355220,"Sorocaba","SP",2007,35522011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água e Esgoto","Autarquia",1,1,551518,551518,559157,559157,NA,NA,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16310",355220,"Sorocaba","SP",2006,35522011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água e Esgoto","Autarquia",1,1,570170,570170,578068,578068,NA,NA,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16311",355220,"Sorocaba","SP",2005,35522011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água e Esgoto","Autarquia",1,1,557458,557458,565180,565180,NA,NA,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16312",355220,"Sorocaba","SP",2004,35522011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água e Esgoto","Autarquia",1,1,544650,544650,552194,552194,NA,NA,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16313",355220,"Sorocaba","SP",2003,35522011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água e Esgoto","Autarquia",1,1,521505,521505,528729,528729,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16314",355220,"Sorocaba","SP",2002,35522011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água e Esgoto","Autarquia",1,1,503761,503761,517551,517551,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16315",355220,"Sorocaba","SP",2001,35522011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água e Esgoto","Autarquia",1,1,503761,503761,508848,508848,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16316",355220,"Sorocaba","SP",2000,35522011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água e Esgoto","Autarquia",NA,NA,487907,487907,493468,493468,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16317",355220,"Sorocaba","SP",1999,35522011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água e Esgoto","Autarquia",1,1,471065,471065,466823,466823,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16318",355220,"Sorocaba","SP",1998,35522011,"Serviço Autônomo de Água e Esgoto","SAAE","Local","Água e Esgoto","Autarquia",1,1,448989,448989,455759,455759,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
